LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,NUM_DELAYED_MONTHS,MAX_PAYMENT_DELAY,HAS_PAYMENT_DELAY,RECENT_DELAY,AVG_BILL_AMT,MAX_BILL_AMT,AVG_PAY_AMT,TOTAL_PAY_AMT,ZERO_PAYMENT_MONTHS,CREDIT_UTILIZATION,AVG_CREDIT_UTILIZATION,PAYMENT_TO_BILL_RATIO,BILL_CHANGE
50000,1,2,2,41,0,0,0,0,0,0,19015,19294,20259,20274,20311,19957,1340,1305,700,718,724,684,0,0,0,0,0,19851.666666666668,20311,911.8333333333334,5471,0,0.3803,0.39703333333333335,0.04593233145831584,-942
30000,1,1,2,24,-1,2,0,0,3,2,18199,17618,18631,21319,20692,21201,0,1312,3000,0,1000,1000,1,3,3,1,0,19610.0,21319,1052.0,6312,2,0.6066333333333334,0.6536666666666666,0.0536460989291178,-3002
240000,1,1,2,28,-1,-1,-1,-1,-1,-1,326,326,326,5676,476,326,326,326,5676,476,326,526,0,0,0,0,0,1242.6666666666667,5676,1276.0,7656,0,0.0013583333333333334,0.005177777777777778,1.0268240343347639,0
80000,1,2,2,26,2,0,0,0,0,0,14029,15493,16630,17055,17629,18186,2000,1700,1000,1000,1000,1000,1,1,2,1,1,16503.666666666668,18186,1283.3333333333333,7700,0,0.1753625,0.20629583333333334,0.07776049766718506,-4157
400000,1,2,1,34,-1,-1,-1,-1,-1,-1,19660,9666,11867,7839,14837,7959,9677,11867,7839,14837,7959,5712,0,0,0,0,0,11971.333333333334,19660,9648.5,57891,0,0.04915,0.029928333333333335,0.8059670323550704,11701
240000,2,2,2,38,0,0,0,0,-1,-1,50254,51445,53015,52479,1307,1203,2000,3000,3000,1307,1203,563,0,0,0,0,0,34950.5,53015,1845.5,11073,0,0.20939166666666667,0.14562708333333332,0.05280325031115435,49051
50000,1,3,2,37,2,2,2,3,2,2,46004,45976,48953,48851,49318,51143,1000,4035,1000,1400,2800,0,1,6,3,1,1,48374.166666666664,51143,1705.8333333333333,10235,1,0.92008,0.9674833333333333,0.03526331202949232,-5139
450000,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
110000,2,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
310000,2,2,1,35,2,0,0,0,0,0,304991,311243,306314,258610,246491,198889,13019,11128,8407,8599,6833,5987,1,1,2,1,1,271089.6666666667,311243,8995.5,53973,0,0.983841935483871,0.8744827956989248,0.03318274765176098,106102
20000,1,1,2,27,0,0,0,0,0,0,19115,18962,19298,19378,19717,15630,1404,1130,600,861,313,0,0,0,0,0,0,18683.333333333332,19717,718.0,4308,1,0.95575,0.9341666666666666,0.0384299732381802,3485
20000,1,2,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
200000,1,3,2,52,0,0,0,0,0,0,110151,99530,98951,100914,103146,104993,3568,3585,3602,3848,3669,3784,0,0,0,0,0,102947.5,110151,3676.0,22056,0,0.550755,0.5147375,0.03570752082372083,5158
180000,1,1,1,36,0,0,0,0,0,0,163736,116422,99278,95766,97753,95927,4655,2690,2067,2142,2217,1000,1,0,0,0,0,111480.33333333333,163736,2461.8333333333335,14771,0,0.9096444444444445,0.6193351851851852,0.02208311779955209,67809
50000,1,2,1,51,0,0,0,0,0,0,3347,3899,4503,5347,6375,7077,1000,1066,1300,1500,1200,134,1,0,0,0,0,5091.333333333333,7077,1033.3333333333333,6200,0,0.06694,0.10182666666666666,0.2029592772030902,-3730
60000,1,3,1,55,3,2,2,0,0,0,60521,61450,57244,28853,29510,26547,2504,7,1200,1200,1100,1500,0,3,3,1,1,44020.833333333336,61450,1251.8333333333333,7511,0,1.0086833333333334,0.7336805555555556,0.028437292948414572,33974
30000,2,1,2,23,1,-2,-2,-2,-1,-1,4000,5645,3508,-27,13744,5906,5645,3508,27,13771,5911,3024,0,1,1,1,1,5462.666666666667,13744,5314.333333333333,31886,0,0.13333333333333333,0.1820888888888889,0.9728459848669757,-1906
240000,1,1,2,41,1,-1,-1,0,0,-1,95,2622,3301,3164,360,1737,2622,3301,0,360,1737,924,0,1,1,1,1,1879.8333333333333,3301,1490.6666666666667,8944,1,0.0003958333333333333,0.007832638888888889,0.7929781008954695,-1642
420000,1,2,1,34,0,0,0,0,0,0,253454,247743,229049,220951,210606,188108,9744,9553,7603,7830,7253,11326,0,0,0,0,0,224985.16666666666,253454,8884.833333333334,53309,0,0.6034619047619048,0.5356789682539682,0.03949075161251372,65346
330000,1,3,1,46,0,0,0,0,0,0,227389,228719,229644,227587,227775,228203,8210,8095,8025,8175,8391,8200,0,0,0,0,0,228219.5,229644,8182.666666666667,49096,0,0.6890575757575758,0.6915742424242424,0.03585437119381414,-814
30000,2,2,2,22,0,0,0,0,0,0,28452,26145,26712,25350,17603,-780,2000,1400,0,500,0,1560,0,0,0,0,0,20580.333333333332,28452,910.0,5460,2,0.9484,0.686011111111111,0.044216970894543337,29232
240000,1,2,1,34,0,0,0,2,2,2,10674,12035,13681,13269,14158,13891,1500,1800,0,1000,0,327,0,3,2,1,0,12951.333333333334,14158,771.1666666666666,4627,2,0.044475,0.053963888888888895,0.059543418953003545,-3217
150000,1,1,2,27,0,0,0,0,0,0,17444,19342,22000,24614,27200,30229,2500,3000,3000,3000,3500,5000,0,0,0,0,0,23471.5,30229,3333.3333333333335,20000,0,0.11629333333333333,0.15647666666666665,0.142016204048882,-12785
210000,2,2,1,33,0,0,0,0,0,0,7166,7997,8792,9189,4404,5708,1500,1500,1000,500,2000,546,0,0,0,0,0,7209.333333333333,9189,1174.3333333333333,7046,0,0.03412380952380952,0.03433015873015873,0.16289069724431293,1458
50000,2,3,1,51,-1,-1,-1,-1,-2,-2,752,300,5880,0,0,0,300,5880,0,0,0,0,1,0,0,0,0,1155.3333333333333,5880,1030.0,6180,4,0.01504,0.023106666666666664,0.8915175995383728,752
50000,1,1,2,24,0,0,0,0,0,0,50801,50143,49586,19430,19375,18995,2360,1700,1000,900,870,2130,0,0,0,0,0,34721.666666666664,50801,1493.3333333333333,8960,0,1.01602,0.6944333333333332,0.04300868813901022,31806
240000,1,1,2,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0,0.0,0,6,0.0,0.0,0.0,0
180000,1,2,2,28,-1,-1,-1,-1,-1,-1,1832,0,832,332,416,416,0,416,332,500,3500,832,0,0,0,0,0,638.0,1832,930.0,5580,1,0.010177777777777779,0.0035444444444444442,1.457680250783699,1416
50000,1,2,2,23,1,2,2,2,0,0,10131,10833,20583,19996,19879,18065,1000,10000,400,700,800,600,0,4,2,1,1,16581.166666666668,20583,2250.0,13500,0,0.20262,0.3316233333333334,0.1356961211012494,-7934
170000,1,2,2,29,-2,-2,-2,-2,-2,-2,12159,10000,10000,10000,9983,15846,10000,10000,10000,9983,15863,10000,0,0,0,0,0,11331.333333333334,15846,10974.333333333334,65846,0,0.07152352941176471,0.06665490196078432,0.9684944401953286,-3687
20000,1,1,2,29,-1,-1,-1,-1,0,-1,1199,15586,344,2340,6702,339,15586,344,2340,4702,339,330,0,0,0,0,0,4418.333333333333,15586,3940.1666666666665,23641,0,0.05995,0.22091666666666665,0.8917766880422482,860
50000,1,1,2,28,0,0,0,0,0,3,4999,5913,7315,9195,10624,10138,1000,1500,2000,1583,1100,0,0,1,3,1,0,8030.666666666667,10624,1197.1666666666667,7183,1,0.09998,0.16061333333333333,0.14907438153743982,-5139
170000,2,2,2,27,0,0,0,0,0,0,19269,20313,20852,17560,17918,9100,1661,1200,351,358,182,0,1,0,0,0,0,17502.0,20852,625.3333333333334,3752,1,0.11334705882352941,0.1029529411764706,0.03572924999047728,10169
200000,1,1,2,34,1,2,0,0,0,0,197236,176192,93069,135668,132233,59875,8000,5000,55500,5000,5000,8500,0,2,2,1,1,132378.83333333334,197236,14500.0,87000,0,0.98618,0.6618941666666667,0.10953412743477368,137361
80000,2,2,1,23,1,2,3,2,0,0,9168,10522,10205,9898,10123,12034,1650,0,0,379,2091,1,0,4,3,1,1,10325.0,12034,686.8333333333334,4121,2,0.1146,0.1290625,0.06652138821630348,-2866
260000,2,1,1,60,1,-2,-1,-1,-1,-1,-1100,-1100,21400,0,969,869,0,22500,0,969,1000,0,0,1,1,1,1,3506.3333333333335,21400,4078.1666666666665,24469,3,-0.004230769230769231,0.013485897435897436,1.16308584466204,-1969
140000,1,2,1,32,0,0,0,0,2,0,86627,78142,68336,64648,58319,55251,3455,3110,5000,0,2100,2602,0,1,2,1,0,68553.83333333333,86627,2711.1666666666665,16267,1,0.6187642857142858,0.4896702380952381,0.039547995127916506,31376
80000,1,1,2,25,0,0,0,0,0,0,42444,55744,43476,41087,41951,31826,30000,3000,6000,8000,2000,14000,0,0,0,0,0,42754.666666666664,55744,10500.0,63000,0,0.53055,0.5344333333333333,0.24558722634566207,10618
350000,1,1,2,41,1,-1,-1,-1,-1,-2,208,2906,1000,630,0,0,2906,1000,630,0,0,0,0,1,1,1,1,790.6666666666666,2906,756.0,4536,3,0.0005942857142857143,0.002259047619047619,0.9561551433389545,208
280000,2,2,1,56,0,0,0,0,0,0,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,0,0,0,0,0,161936.83333333334,208775,22200.0,133200,0,0.745625,0.5783458333333333,0.13709049104537674,39464
30000,2,3,2,26,0,0,0,0,0,0,9014,10406,11427,11935,13084,14206,1700,1500,1000,1500,1500,1500,0,0,0,0,0,11678.666666666666,14206,1450.0,8700,0,0.30046666666666666,0.38928888888888885,0.12415800890512617,-5192
140000,1,1,1,34,0,0,0,0,0,0,23944,28049,32073,43129,47086,48699,5000,5000,11885,5000,3000,5504,0,0,0,0,0,37163.333333333336,48699,5898.166666666667,35389,0,0.17102857142857142,0.265452380952381,0.15870930128262625,-24755
200000,2,1,2,37,0,0,0,0,0,0,105420,102870,89643,90938,92505,94031,4000,3250,3250,3500,3560,5000,0,0,0,0,0,95901.16666666667,105420,3760.0,22560,0,0.5271,0.47950583333333335,0.039207030849468284,11389
200000,2,3,2,30,0,0,0,0,0,0,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,0,0,0,0,0,169693.33333333334,196143,6298.0,37788,0,0.980155,0.8484666666666667,0.0371140095859197,73707
210000,1,3,1,45,2,3,4,4,5,6,115785,122904,129847,137277,145533,154105,10478,10478,11078,11078,11678,10478,1,6,6,1,1,134241.83333333334,154105,10878.0,65268,0,0.5513571428571429,0.6392468253968254,0.08103286233426986,-38320
50000,1,3,1,57,3,2,0,0,0,0,12854,12362,13447,13427,13711,14083,0,1600,500,500,600,600,0,2,3,1,1,13314.0,14083,633.3333333333334,3800,1,0.25708,0.26628,0.04756897501376997,-1229
30000,1,1,2,41,2,2,2,2,2,0,24357,27453,26718,28168,27579,28321,3500,0,2200,0,1200,1250,0,5,2,1,1,27099.333333333332,28321,1358.3333333333333,8150,2,0.8119,0.9033111111111111,0.05012423429850673,-3964
50000,1,2,2,27,2,-1,-1,-1,-1,2,390,390,780,216,1080,540,390,780,216,864,0,390,0,2,2,1,1,566.0,1080,440.0,2640,1,0.0078,0.01132,0.7773851590106007,-150
290000,1,3,1,47,-1,-1,-1,-1,0,-1,1234,396,396,792,396,423,396,396,792,0,423,369,0,0,0,0,0,606.1666666666666,1234,396.0,2376,1,0.004255172413793104,0.002090229885057471,0.6532856750068738,811
250000,2,1,1,34,0,0,2,0,0,0,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,0,1,2,1,0,153157.0,160220,6641.666666666667,39850,1,0.564892,0.612628,0.043365087241632225,-18997
60000,2,2,1,46,0,0,0,0,0,0,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0,0,0,0,0,25050.666666666668,27756,1666.6666666666667,10000,0,0.35246666666666665,0.4175111111111111,0.06653182882691079,-6608
110000,2,1,2,27,0,0,0,0,0,0,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,0,0,0,0,0,89889.83333333333,104855,3516.6666666666665,21100,0,0.924,0.817180303030303,0.03912196225379585,24386
370000,1,1,2,50,-2,-2,-2,-2,-2,-2,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,0,0,0,0,0,10511.666666666666,15398,10324.0,61944,0,0.016467567567567568,0.02840990990990991,0.982146820992548,-7360
100000,1,2,1,27,-1,2,2,0,0,0,102349,96847,58824,29336,22979,-246,3166,0,1330,1398,12,50000,0,2,2,1,0,51681.5,102349,9317.666666666666,55906,1,1.02349,0.516815,0.18029017475627965,102595
90000,2,2,1,35,0,0,0,0,0,2,72112,73854,75526,77317,85852,88290,3500,3500,3652,10000,4000,0,0,1,2,1,0,78825.16666666667,88290,4108.666666666667,24652,1,0.8012444444444444,0.8758351851851852,0.05212379295106681,-16178
50000,2,2,2,22,0,0,0,0,0,0,28040,29092,29366,27737,28318,28806,1510,1442,982,1017,1277,567,0,0,0,0,0,28559.833333333332,29366,1132.5,6795,0,0.5608,0.5711966666666667,0.03965359274972426,-766
270000,1,2,2,37,0,0,0,0,0,0,37695,33397,30534,27598,26344,24641,5000,2000,3000,4000,3000,2000,0,0,0,0,0,30034.833333333332,37695,3166.6666666666665,19000,0,0.1396111111111111,0.11124012345679012,0.10543313596990161,13054
300000,2,1,2,30,-1,-1,-1,-1,-1,-1,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,0,0,0,0,0,1963.3333333333333,4340,1974.3333333333333,11846,1,0.0022933333333333334,0.006544444444444444,1.0056027164685908,-112
50000,2,2,2,22,-1,0,0,0,0,0,8567,15273,11650,7457,3115,7725,15000,1000,149,0,5000,10000,0,0,0,0,0,8964.5,15273,5191.5,31149,1,0.17134,0.17929,0.5791176306542473,842
50000,2,1,2,24,1,-2,-2,-2,-2,-2,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,1,1,1,1,1,-1928.1666666666667,-709,0.0,0,6,-0.01418,-0.03856333333333333,-0.0,2563
360000,1,1,2,29,1,-2,-1,-1,-2,-2,0,0,77,0,0,0,0,77,0,0,0,0,0,1,1,1,1,12.833333333333334,77,12.833333333333334,77,5,0.0,3.564814814814815e-05,1.0,0
130000,1,3,1,56,1,2,2,2,2,3,64617,65978,67282,68557,72796,71345,3000,3000,3000,5500,0,0,1,6,3,1,1,68429.16666666667,72796,2416.6666666666665,14500,2,0.4970538461538462,0.5263782051282052,0.03531632466662607,-6728
80000,1,1,2,30,-2,-1,0,0,0,0,6187,100,600,1438,1919,5380,504,500,1000,500,3500,0,0,0,0,0,0,2604.0,6187,1000.6666666666666,6004,1,0.0773375,0.03255,0.3842805939580133,807
50000,1,2,2,30,1,2,0,0,0,2,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,0,3,2,1,1,36747.166666666664,48860,1083.3333333333333,6500,2,0.9772,0.7349433333333333,0.029480730940707446,26499
20000,2,2,2,22,0,0,0,0,0,0,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,0,0,0,0,0,13985.666666666666,16001,1152.1666666666667,6913,0,0.80005,0.6992833333333333,0.08238196248540174,1095
80000,2,2,1,29,0,0,2,0,0,0,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,0,1,2,1,0,53926.5,81811,1466.6666666666667,8800,1,0.9735375,0.67408125,0.027197512663841836,66397
240000,1,1,2,37,-1,-1,2,0,0,-1,12212,26578,25331,26605,26279,1256,15000,0,2000,0,1256,65935,0,1,2,1,0,19710.166666666668,26605,14031.833333333334,84191,2,0.050883333333333336,0.08212569444444445,0.7119084059833758,10956
80000,2,3,2,35,0,-1,0,0,0,0,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000,0,0,0,0,0,21581.166666666668,49608,4833.333333333333,29000,0,0.6201,0.26976458333333336,0.22396070648018718,32148
500000,2,1,1,47,0,0,0,0,0,0,56422,110616,110340,122967,108834,70064,70010,30357,30000,20000,52183,20000,0,0,0,0,0,96540.5,122967,37091.666666666664,222550,0,0.112844,0.193081,0.38420835469742404,-13642
60000,2,2,1,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1,0,0,0,0,37073.833333333336,58024,1806.1666666666667,10837,0,0.9670666666666666,0.6178972222222222,0.048718098569071625,38629
20000,1,2,2,25,0,0,0,0,0,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,0,0,0,0,0,8484.0,13070,892.1666666666666,5353,1,0.5321,0.4242,0.10515873015873016,9022
100000,2,2,1,38,1,2,0,0,2,0,14483,13961,15323,16268,15868,16448,0,1600,1500,0,1000,1500,1,3,2,1,1,15391.833333333334,16448,933.3333333333334,5600,2,0.14483,0.15391833333333335,0.06063821723641325,-1965
360000,2,1,2,32,1,-1,-1,-1,-1,-1,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,0,1,1,1,1,27257.666666666668,68445,33214.666666666664,199288,0,0.007266666666666667,0.07571574074074075,1.218544018196715,-13624
200000,2,3,2,47,2,2,2,2,2,2,199436,202947,193936,196186,200162,189915,8214,7000,6800,7134,0,6836,1,6,2,1,1,197097.0,202947,5997.333333333333,35984,1,0.99718,0.985485,0.03042833393371453,9521
130000,2,2,1,34,1,-1,0,0,0,0,0,5396,10270,13576,13864,14636,5396,5000,3500,501,1000,2000,0,1,1,1,1,9623.666666666666,14636,2899.5,17397,0,0.0,0.07402820512820513,0.3012884901804579,-14636
20000,2,2,2,31,1,5,4,4,3,2,21703,21087,21461,20835,20219,20487,0,1000,0,0,760,0,0,6,5,1,1,20965.333333333332,21703,293.3333333333333,1760,4,1.08515,1.0482666666666667,0.013991350801322818,1216
310000,1,1,2,32,0,0,0,0,0,0,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,0,0,0,0,0,58956.666666666664,65875,6736.5,40419,0,0.1932290322580645,0.1901827956989247,0.11426188726183073,16573
60000,2,1,2,27,2,0,0,0,2,0,19625,20347,21669,23005,22499,22873,1342,1664,2000,0,900,846,1,2,2,1,1,21669.666666666668,23005,1125.3333333333333,6752,1,0.32708333333333334,0.36116111111111115,0.051931271054777024,-3248
180000,2,1,2,29,-1,-1,-1,-2,-1,0,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,0,0,0,0,0,7642.333333333333,17227,3813.5,22881,2,0.06325555555555555,0.04245740740740741,0.4989968159811576,-5656
180000,2,1,2,24,-1,-1,2,0,0,-2,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,0,1,2,1,0,11373.166666666666,22087,6344.5,38067,4,0.0815,0.06318425925925926,0.5578481513504008,14670
50000,1,2,1,36,0,0,0,0,-1,-1,47790,18114,18250,-14,72,658,2000,1000,2000,500,1000,20011,0,0,0,0,0,14145.0,47790,4418.5,26511,0,0.9558,0.2829,0.31237186284906326,47132
50000,2,1,2,24,1,2,2,2,2,2,36166,37188,37680,38462,39228,40035,1900,1400,1700,1532,1600,0,1,6,2,1,1,38126.5,40035,1355.3333333333333,8132,1,0.72332,0.76253,0.03554832815320927,-3869
150000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,116,0,1500,0,0,116,0,1500,0,0,0,0,0,0,269.3333333333333,1500,269.3333333333333,1616,4,0.0,0.0017955555555555554,1.0,-1500
20000,2,1,2,22,0,0,0,0,-1,0,18553,19446,19065,8332,18868,19247,1500,1032,541,20000,693,1000,0,0,0,0,0,17251.833333333332,19446,4127.666666666667,24766,0,0.92765,0.8625916666666666,0.23925959559853546,-694
500000,2,1,1,34,-2,-2,-2,-1,-1,-1,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,0,0,0,0,0,1076.1666666666667,2299,3643.5,21861,0,0.000824,0.0021523333333333334,3.3856280006194823,-739
30000,2,3,2,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,1,3,2,1,1,19642.333333333332,29836,483.8333333333333,2903,2,0.967,0.6547444444444444,0.024632172009435405,29010
180000,2,1,1,38,-2,-2,-2,-2,-2,-2,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,750,0.0,0,6,0.004166666666666667,0.0006944444444444445,0.0,750
140000,1,1,2,31,0,0,2,0,0,2,27123,27299,17985,20225,27407,10833,25000,0,3000,7800,0,2500,0,2,2,1,0,21812.0,27407,6383.333333333333,38300,2,0.1937357142857143,0.1558,0.2926523626138517,16290
140000,2,1,2,26,-1,0,-1,-1,-1,-1,13424,18000,13001,5818,13506,487,10000,13001,5841,13506,487,7004,0,0,0,0,0,10706.0,18000,8306.5,49839,0,0.09588571428571428,0.07647142857142857,0.7758733420511863,12937
120000,1,2,2,26,0,0,0,0,0,0,107314,110578,113736,116000,119131,122135,5000,5000,4152,5000,5000,5000,0,0,0,0,0,114815.66666666667,122135,4858.666666666667,29152,0,0.8942833333333333,0.9567972222222223,0.04231710538921808,-14821
360000,2,2,1,48,0,0,0,0,0,0,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,0,0,0,0,0,200463.16666666666,234192,6250.0,37500,0,0.6289722222222223,0.5568421296296296,0.031177797417480686,79919
20000,1,3,1,43,-1,-1,0,0,0,0,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0,0,0,0,0,16490.166666666668,20351,5256.333333333333,31538,0,0.01135,0.8245083333333334,0.3187556220373758,-19110
100000,1,1,1,47,-1,-1,-1,-1,-1,-1,390,1473,390,390,390,0,1473,390,390,390,0,2380,0,0,0,0,0,505.5,1473,837.1666666666666,5023,1,0.0039,0.005055,1.6561160567095286,390
210000,2,2,1,41,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,1,0,0,0,0,1609.5,3763,1164.6666666666667,6988,1,0.014704761904761905,0.007664285714285715,0.723620171896034,3088
80000,2,2,2,24,0,0,0,0,0,0,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,1,0,0,0,0,65234.5,81625,2306.3333333333335,13838,0,1.0203125,0.81543125,0.035354503113127767,32057
330000,2,1,1,50,-1,-1,-1,-1,-2,-2,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,0,0,0,0,0,3243.6666666666665,8872,1811.3333333333333,10868,1,0.026884848484848484,0.009829292929292929,0.5584215394101326,7163
220000,1,1,2,24,0,0,0,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,0,0,0,0,0,69996.5,111520,17330.833333333332,103985,2,0.48003181818181817,0.3181659090909091,0.24759571311898926,19975
210000,2,1,1,38,1,-2,-1,0,-1,-1,0,0,250,123,789,1222,0,250,0,789,1222,9616,1,1,1,1,1,397.3333333333333,1222,1979.5,11877,2,0.0,0.001892063492063492,4.981963087248323,-1222
40000,2,3,1,43,0,0,0,0,0,0,38257,38901,38103,36207,33138,31339,1700,1504,1200,1500,1500,1000,0,0,0,0,0,35990.833333333336,38901,1400.6666666666667,8404,0,0.956425,0.8997708333333334,0.038917316909398224,6918
30000,1,2,2,39,0,0,0,2,0,0,28347,28108,18388,12992,7736,8032,3036,2309,0,1000,2000,148,0,1,2,1,0,17267.166666666668,28347,1415.5,8493,1,0.9449,0.5755722222222223,0.08197639064505853,20315
470000,1,2,2,27,2,2,2,2,0,0,296573,303320,307843,479978,305145,309959,13000,11001,0,10484,10838,10367,0,4,2,1,1,333803.0,479978,9281.666666666666,55690,1,0.6310063829787234,0.7102191489361702,0.027805821597369305,-13386
30000,1,3,1,42,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,0,1,2,1,0,585.0,1320,415.0,2490,2,0.013,0.0195,0.7094017094017094,-390
240000,2,2,1,36,1,-2,-2,-2,-2,-2,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,1,1,1,1,1,-946.0,-946,0.0,0,6,-0.003941666666666666,-0.003941666666666666,-0.0,0
80000,1,2,2,36,2,0,0,0,0,0,79278,78501,78534,80016,76235,78245,3100,3500,3400,3000,3500,3000,0,1,2,1,1,78468.16666666667,80016,3250.0,19500,0,0.990975,0.9808520833333334,0.04141806974802945,1033
110000,2,3,3,31,0,0,0,0,0,0,89989,84229,79288,73315,63818,63208,4000,5000,3000,3000,3000,8954,0,0,0,0,0,75641.16666666667,89989,4492.333333333333,26954,0,0.8180818181818181,0.6876469696969697,0.05939005876429721,26781
310000,2,1,2,38,-1,-1,-1,-1,-2,-2,1424,4542,126,0,0,0,4542,126,0,0,0,0,0,0,0,0,0,1015.3333333333334,4542,778.0,4668,4,0.004593548387096774,0.003275268817204301,0.7662508207485226,1424
360000,2,1,1,40,2,2,2,0,0,0,105167,115468,112157,114690,117845,120238,12000,0,5900,5000,4500,4700,1,3,2,1,1,114260.83333333333,120238,5350.0,32100,1,0.29213055555555556,0.3173912037037037,0.046822693690605564,-15071
330000,2,3,2,45,0,0,0,0,0,0,335196,334954,335527,333860,335760,330121,12388,12378,12116,12450,12213,11678,0,0,0,0,0,334236.3333333333,335760,12203.833333333334,73223,0,1.0157454545454545,1.0128373737373737,0.03651258740073142,5075
300000,2,2,2,35,0,0,0,0,0,0,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,0,0,0,0,0,238552.5,297268,12430.333333333334,74582,0,0.9720633333333333,0.795175,0.05210732787681258,79111
320000,2,2,2,33,0,0,0,0,0,0,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,0,0,0,0,0,72878.0,108597,6977.666666666667,41866,0,0.286415625,0.22774375,0.09574448621897784,58390
50000,2,3,2,37,1,3,2,0,0,0,52626,51537,49205,30394,30249,29957,0,24,1500,1000,1201,30592,1,3,3,1,1,40661.333333333336,52626,5719.5,34317,1,1.05252,0.8132266666666668,0.14066189008394542,22669
170000,2,1,2,28,0,0,0,0,0,0,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,0,0,0,0,0,128683.66666666667,131199,8091.5,48549,0,0.7668823529411765,0.7569627450980393,0.06287899785261533,1531
350000,1,3,1,44,-1,-1,-1,-1,-1,-2,3265,2686,1864,569,0,0,2686,1864,569,0,0,0,0,0,0,0,0,1397.3333333333333,3265,853.1666666666666,5119,3,0.009328571428571429,0.003992380952380952,0.6105677480916031,3265
20000,1,2,1,37,0,0,0,0,0,0,16455,16511,18902,18768,18650,19175,1609,3000,663,676,834,782,0,0,0,0,0,18076.833333333332,19175,1260.6666666666667,7564,0,0.82275,0.9038416666666667,0.06973935331593846,-2720
50000,1,2,2,23,2,0,0,0,0,0,49758,48456,44116,21247,20066,18858,2401,2254,2004,704,707,1004,1,1,2,1,1,33750.166666666664,49758,1512.3333333333333,9074,0,0.99516,0.6750033333333333,0.04480965526096167,30900
20000,2,3,2,24,1,2,0,0,0,0,19154,18165,17233,7630,1730,0,0,1333,500,100,0,3200,0,2,2,1,1,10652.0,19154,855.5,5133,2,0.9577,0.5326,0.08031355613969207,19154
50000,2,1,2,24,0,0,0,0,0,0,35084,35796,30937,19420,10385,1308,2090,2002,1002,238,1011,389,0,0,0,0,0,22155.0,35796,1122.0,6732,0,0.70168,0.4431,0.05064319566689235,33776
